Seen,Title,Alt,Year
FALSE,Celine and Julie Go Boating ,Céline et Julie Vont en Bateau,1974
FALSE,The Mirror ,Zerkalo,1974
FALSE,The Towering Inferno ,,1974
FALSE,Bring Me the Head of Alfredo Garcia ,,1974
FALSE,The Godfather: Part II ,,1974
FALSE,The Conversation ,,1974
FALSE,Chinatown ,,1974
FALSE,A Woman Under the Influence ,,1974
FALSE,Young Frankenstein ,,1974
FALSE,The Texas Chain Saw Massacre ,,1974
FALSE,Blazing Saddles ,,1974
FALSE,Cria! ,Cría Cuervos,1975
FALSE,The Wall ,Deewaar,1975
FALSE,Fox and his Friends ,Faustrecht der Freiheit,1975
FALSE,Manila in the Claws of Brightness ,Maynila: sa Mga Kuko Ng Liwanag,1975
FALSE,The Travelling Players ,O Thiassos,1975
FALSE,"Salo, or the 120 Days of Sodom ",Salò o le Centoventi Giornate di Sodoma,1975
FALSE,Dersu Uzala ,,1975
FALSE,Barry Lyndon ,,1975
FALSE,The Rocky Horror Picture Show ,,1975
FALSE,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles ",,1975
FALSE,Monty Python and the Holy Grail ,,1975
FALSE,Dog Day Afternoon ,,1975
FALSE,One Flew Over the Cuckoo's Nest ,,1975
FALSE,Nashville ,,1975
FALSE,Picnic at Hanging Rock ,,1975
FALSE,India Song ,,1975
FALSE,Jaws ,,1975
FALSE,In the Realm of the Senses ,Ai no Corrida,1976
FALSE,1900,Novecento,1976
FALSE,The Man Who Fell to Earth ,,1976
FALSE,All the President's Men ,,1976
FALSE,The Outlaw Josey Wales ,,1976
FALSE,The Killing of a Chinese Bookie ,,1976
FALSE,Network ,,1976
FALSE,Carrie ,,1976
FALSE,Taxi Driver ,,1976
FALSE,Rocky ,,1976
FALSE,Man of Marble ,Czlowiek z Marmuru,1977
FALSE,The American Friend ,Der Amerikanische Freund,1977
FALSE,Soldier of Orange ,Soldaat van Oranje,1977
FALSE,Ascent ,Voskhozhdeniye,1977
FALSE,Close Encounters of the Third Kind ,,1977
FALSE,The Last Wave ,,1977
TRUE,Star Wars ,,1977
FALSE,Stroszek ,,1977
FALSE,Ceddo ,,1977
FALSE,Annie Hall ,,1977
FALSE,Suspiria ,,1977
FALSE,Sleeping Dogs ,,1977
FALSE,Last Chants for a Slow Dance ,,1977
FALSE,Saturday Night Fever ,,1977
FALSE,Killer of Sheep ,,1977
FALSE,Eraserhead ,,1977
FALSE,The Hills Have Eyes ,,1977
FALSE,The Tree of Wooden Clogs ,L'albero Degli Zoccoli,1978
FALSE,Shaolin Master Killer ,Shao Lin San Shi Liu Fang,1978
FALSE,Five Deadly Venoms ,Wu Du,1978
FALSE,Days of Heaven ,,1978
FALSE,Halloween ,,1978
FALSE,The Chant of Jimmie Blacksmith ,,1978
FALSE,The Deer Hunter ,,1978
FALSE,Dawn of the Dead ,,1978
FALSE,Up in Smoke ,,1978
FALSE,Grease ,,1978
FALSE,Christ Stopped at Eboli ,Cristo si è Fermato a Eboli,1979
FALSE,The Tin Drum ,Die Blechtrommel,1979
FALSE,The Marriage of Maria Braun ,Die Ehe der Maria Braun,1979
FALSE,Nosferatu: Phantom of the Night ,Nosferatu: Phantom der Nacht,1979
FALSE,My Brilliant Career ,,1979
FALSE,Stalker ,,1979
FALSE,Life of Brian ,,1979
FALSE,Real Life ,,1979
FALSE,Breaking Away ,,1979
FALSE,Alien ,,1979
FALSE,Being There ,,1979
FALSE,Manhattan ,,1979
FALSE,Apocalypse Now ,,1979
FALSE,All That Jazz ,,1979
FALSE,The Muppet Movie ,,1979
FALSE,Mad Max ,,1979
FALSE,The Jerk ,,1979
FALSE,Kramer vs. Kramer ,,1979
FALSE,The Last Metro ,Le Dernier Métro,1980
FALSE,Ordinary People ,,1980
FALSE,Star Wars: Episode V - The Empire Strikes Back ,,1980
FALSE,Atlantic City ,,1980
FALSE,The Shining ,,1980
FALSE,The Elephant Man ,,1980
FALSE,The Big Red One ,,1980
FALSE,Loulou ,,1980
FALSE,Raging Bull ,,1980
FALSE,Airplane! ,,1980
FALSE,Man of Iron ,Czlowiek z Zelaza,1981
FALSE,The Boat ,Das Boot,1981
FALSE,Three Brothers ,Tre Fratelli,1981
FALSE,An American Werewolf in London ,,1981
FALSE,Diva ,,1981
FALSE,Raiders of the Lost Ark ,,1981
FALSE,Gallipoli ,,1981
FALSE,Chariots of Fire ,,1981
FALSE,Body Heat ,,1981
FALSE,Reds ,,1981
FALSE,Fanny and Alexander ,Fanny och Alexander,1982
FALSE,The Night of the Shooting Stars ,La Notte di San Lorenzo,1982
FALSE,"Too Early, Too Late ","Zu Früh, Zu Spät / Trop Tôt, Trop Tard",1982
FALSE,E.T.: The Extra-Terrestrial ,,1982
FALSE,The Evil Dead ,,1982
FALSE,Fast Times at Ridgemont High ,,1982
FALSE,Poltergeist ,,1982
FALSE,Yol ,,1982
FALSE,Blade Runner ,,1982
FALSE,Diner ,,1982
FALSE,Tootsie ,,1982
FALSE,Fitzcarraldo ,,1982
FALSE,Gandhi ,,1982
FALSE,The Thing ,,1982
FALSE,A Question of Silence ,,1982
FALSE,The Draughtsman's Contract ,,1982
FALSE,The Fourth Man ,De Vierde Man,1983
FALSE,Money ,L'Argent,1983
FALSE,The Last Battle ,Le Dernier Combat,1983
FALSE,The Ballad of Narayama ,Narayama Bushi-ko,1983
FALSE,Sunless ,Sans Soleil,1983
FALSE,A Christmas Story ,,1983
FALSE,The Right Stuff ,,1983
FALSE,The Big Chill ,,1983
TRUE,Star Wars: Episode VI - Return of the Jedi ,,1983
FALSE,Terms of Endearment ,,1983
FALSE,El Norte ,,1983
FALSE,Videodrome ,,1983
FALSE,Koyaanisqatsi ,,1983
FALSE,Scarface ,,1983
FALSE,The King of Comedy ,,1983
FALSE,Local Hero ,,1983
FALSE,Once Upon a Time in America ,,1983
FALSE,The Terminator ,,1984
FALSE,The Natural ,,1984
FALSE,Ghostbusters ,,1984
FALSE,"Paris, Texas ",,1984
FALSE,A Nightmare on Elm Street ,,1984
FALSE,This is Spinal Tap ,,1984
FALSE,A Passage to India ,,1984
FALSE,Beverly Hills Cop ,,1984
FALSE,The Killing Fields ,,1984
FALSE,Stranger than Paradise ,,1984
FALSE,Amadeus ,,1984
FALSE,Utu ,,1984
FALSE,Come and See ,Idi i Smotri,1985
FALSE,The Official Story ,La Historia Oficial,1985
FALSE,Vagabond ,Sans Toit ni Loi,1985
FALSE,The Time to Live and the Time to Die ,Tong Nien Wang Shi,1985
FALSE,Prizzi's Honor ,,1985
FALSE,The Breakfast Club ,,1985
FALSE,Mishima: A Life in Four Chapters ,,1985
FALSE,Out of Africa ,,1985
FALSE,Ran ,,1985
FALSE,Back to the Future ,,1985
FALSE,Brazil ,,1985
FALSE,Kiss of the Spider Woman ,,1985
FALSE,The Quiet Earth ,,1985
FALSE,The Purple Rose of Cairo ,,1985
FALSE,Shoah ,,1985
FALSE,The Color Purple ,,1985
FALSE,A Room with a View ,,1985
FALSE,Tampopo ,,1985
FALSE,The Horse Thief ,Dao Ma Zei,1986
FALSE,Peking Opera Blues ,Do Ma Daan,1986
FALSE,The Decline of the American Empire ,Le Déclin de l'Empire Américain,1986
FALSE,Manhunter ,,1986
FALSE,Blue Velvet ,,1986
FALSE,Hannah and Her Sisters ,,1986
FALSE,She's Gotta Have It ,,1986
FALSE,Children of a Lesser God ,,1986
FALSE,Caravaggio ,,1986
FALSE,Salvador ,,1986
FALSE,Platoon ,,1986
FALSE,Down By Law ,,1986
FALSE,Aliens ,,1986
FALSE,Ferris Bueller's Day Off ,,1986
FALSE,The Fly ,,1986
FALSE,Top Gun ,,1986
FALSE,Sherman's March ,,1986
FALSE,Stand By Me ,,1986
FALSE,"Project A, Part II ",A' Gai Waak Juk Jaap,1987
FALSE,Goodbye Children ,Au Revoir les Enfants,1987
FALSE,Babette's Feast ,Babbetes Gaestebud,1987
FALSE,Wings of Desire ,Der Himmel Über Berlin,1987
FALSE,Red Sorghum ,Hong Gao Liang,1987
FALSE,A Chinese Ghost Story ,Sinnui Yauman,1987
FALSE,Brightness ,Yeelen,1987
FALSE,Raising Arizona ,,1987
FALSE,Withnail and I ,,1987
FALSE,The Princess Bride ,,1987
FALSE,Full Metal Jacket ,,1987
FALSE,Broadcast News ,,1987
FALSE,"Good Morning, Vietnam ",,1987
FALSE,Moonstruck ,,1987
FALSE,Wall Street ,,1987
FALSE,The Untouchables ,,1987
FALSE,Fatal Attraction ,,1987
FALSE,The Dead ,,1987
FALSE,Housekeeping ,,1987
FALSE,RoboCop ,,1987
FALSE,The Decalogue ,Dekalog,1988
FALSE,Grave of the Fireflies ,Hotaru no Haka,1988
FALSE,Hotel Terminus: The Life and Times of Klaus Barbie ,Hôtel Terminus: Klaus Barbie et Son Temps,1988
FALSE,Women on the Verge of a Nervous Breakdown ,Mujeres al Borde de un Ataque de Nervios,1988
FALSE,Alice ,Neco z Alenky,1988
FALSE,Cinema Paradiso ,Nuovo Cinema Paradiso,1988
FALSE,The Vanishing ,Spoorloos,1988
FALSE,Landscape in the Mist ,Topio Stin Omichli,1988
FALSE,The Story of Women ,Une Affaire de Femmes,1988
FALSE,A Tale of the Wind ,Une Histoire de Vent,1988
FALSE,Bull Durham ,,1988
FALSE,Ariel ,,1988
FALSE,The Thin Blue Line ,,1988
FALSE,Akira ,,1988
FALSE,A Fish Called Wanda ,,1988
FALSE,The Naked Gun ,,1988
FALSE,Big ,,1988
TRUE,Who Framed Roger Rabbit? ,,1988
FALSE,Rain Man ,,1988
FALSE,Die Hard ,,1988
FALSE,Dangerous Liaisons ,,1988
FALSE,Dead Ringers ,,1988
FALSE,"Distant Voices, Still Lives ",,1988
FALSE,The Accidental Tourist ,,1988
FALSE,Drowning By Numbers ,,1988
FALSE,The Asthenic Syndrome ,Astenicheskij Sindrom,1989
FALSE,A City of Sadness ,Beiqing Chengshi,1989
FALSE,The Killer ,Die Xue Shuang Xiong,1989
TRUE,When Harry Met Sally ,,1989
FALSE,Crimes and Misdemeanors ,,1989
FALSE,Batman ,,1989
FALSE,Field of Dreams ,,1989
FALSE,Glory ,,1989
FALSE,"The Cook, the Thief, His Wife, & Her Lover ",,1989
FALSE,My Left Foot ,,1989
FALSE,Drugstore Cowboy ,,1989
FALSE,Do the Right Thing ,,1989
FALSE,The Unbelievable Truth ,,1989
FALSE,Roger & Me ,,1989
FALSE,"Sex, Lies, and Videotape ",,1989
FALSE,Say Anything ,,1989
FALSE,Tongues Untied ,,1989
FALSE,Tetsuo ,,1989
FALSE,Europa Europa ,Hitlerjunge Salomon,1990
FALSE,Close-Up ,Nema-ye Nazdik,1990
FALSE,"No Fear, No Die ",S'en Fout la Mort,1990
FALSE,Trust ,,1990
TRUE,Goodfellas ,,1990
FALSE,King of New York ,,1990
FALSE,Pretty Woman ,,1990
FALSE,Dances with Wolves ,,1990
FALSE,Henry: Portrait of a Serial Killer ,,1990
FALSE,Archangel ,,1990
TRUE,Total Recall ,,1990
TRUE,Edward Scissorhands ,,1990
FALSE,Reversal of Fortune ,,1990
FALSE,Jacob's Ladder ,,1990
FALSE,Raise the Red Lantern ,Da Hong Deng Long Gao Gao Gua,1991
FALSE,A Brighter Summer Day ,Guling Jie Shaonian Sha Ren Shijian,1991
FALSE,The Beautiful Troublemaker ,La Belle Noiseuse,1991
FALSE,The Double Life of Veronique ,La Double Vie de Véronique,1991
FALSE,Once Upon a Time in China ,Wong Fei-Hung,1991
FALSE,Boyz 'N the Hood ,,1991
FALSE,The Rapture ,,1991
FALSE,JFK ,,1991
FALSE,Slacker ,,1991
FALSE,Thelma & Louise ,,1991
FALSE,My Own Private Idaho ,,1991
FALSE,The Silence of the Lambs ,,1991
TRUE,Terminator 2: Judgment Day ,,1991
FALSE,Delicatessen ,,1991
FALSE,Hearts of Darkness: A Filmmaker's Apocalypse ,,1991
FALSE,Naked Lunch ,,1991
FALSE,Man Bites Dog ,C'est Arrivé Près de Chez Vous,1992
FALSE,A Tale of Winter ,Conte D'hiver,1992
FALSE,The Actress ,Yuen Ling-Yuk,1992
FALSE,Romper Stomper ,,1992
FALSE,Strictly Ballroom ,,1992
FALSE,The Player ,,1992
FALSE,Reservoir Dogs ,,1992
FALSE,Glengarry Glen Ross ,,1992
FALSE,Unforgiven ,,1992
FALSE,The Crying Game ,,1992
FALSE,Bram Stoker's Dracula ,,1992
FALSE,Candyman ,,1992
FALSE,Aileen Wuornos: The Selling of a Serial Killer ,,1992
FALSE,Farewell My Concubine ,Ba Wang Bie Ji,1993
FALSE,The Wedding Banquet ,Hsi Yen,1993
FALSE,The Puppetmaster ,Hsimeng Jensheng,1993
FALSE,The Blue Kite ,Lan Feng Zheng,1993
FALSE,Three Colors: Blue ,Trois Couleurs: Bleu,1993
FALSE,Philadelphia ,,1993
FALSE,Short Cuts ,,1993
TRUE,Schindler's List ,,1993
FALSE,Groundhog Day ,,1993
FALSE,The Piano ,,1993
FALSE,Thirty Two Short Films About Glenn Gould ,,1993
FALSE,Jurassic Park ,,1993
FALSE,The Age of Innocence ,,1993
FALSE,Dear Diary ,Caro Diario,1994
FALSE,Chungking Express ,Chong Qing Sen Lin,1994
FALSE,The Wild Reeds ,Les Roseaux Sauvages,1994
FALSE,The Kingdom ,Riget,1994
FALSE,Three Colors: Red ,Trois Couleurs: Rouge,1994
FALSE,Through the Olive Trees ,Zire Darakhatan Zeyton,1994
FALSE,The Lion King ,,1994
FALSE,The Last Seduction ,,1994
FALSE,Crumb ,,1994
FALSE,Heavenly Creatures ,,1994
FALSE,Pulp Fiction ,,1994
FALSE,Natural Born Killers ,,1994
FALSE,Muriel's Wedding ,,1994
FALSE,"The Adventures of Priscilla, Queen of the Desert ",,1994
FALSE,Hoop Dreams ,,1994
FALSE,Sátántangó ,,1994
FALSE,Clerks ,,1994
FALSE,Four Weddings and a Funeral ,,1994
FALSE,Forrest Gump ,,1994
FALSE,The Shawshank Redemption ,,1994
FALSE,Lamerica ,,1994
FALSE,The White Balloon ,Badkonake Sefid,1995
FALSE,The Brave-Hearted Will Take the Bride ,Dilwale Dulhaniya le Jayenge,1995
FALSE,Zero Kelvin ,Kjærlighetens Kjøtere,1995
FALSE,Cyclo ,Xich Lo,1995
FALSE,Braveheart ,,1995
FALSE,Deseret ,,1995
FALSE,Babe ,,1995
FALSE,Se7en ,,1995
FALSE,Smoke ,,1995
FALSE,Underground ,,1995
TRUE,Clueless ,,1995
FALSE,Safe ,,1995
FALSE,Heat ,,1995
FALSE,Toy Story ,,1995
FALSE,Dead Man ,,1995
FALSE,The Usual Suspects ,,1995
FALSE,Casino ,,1995
FALSE,Strange Days ,,1995
FALSE,Three Lives and Only One Death ,Trois Vies & Une Seule Mort,1996
FALSE,Trainspotting ,,1996
FALSE,Fargo ,,1996
FALSE,Gabbeh ,,1996
FALSE,Shine ,,1996
FALSE,Scream ,,1996
FALSE,Secrets & Lies ,,1996
FALSE,The English Patient ,,1996
FALSE,Lone Star ,,1996
FALSE,Breaking the Waves ,,1996
TRUE,Independence Day ,,1996
FALSE,The Pillow Book ,,1996
FALSE,Open Your Eyes ,Abre Los Ojos,1997
FALSE,Happy Together ,Cheun Gwong Tsa Sit,1997
FALSE,Mother and Son ,Mat' i Syn,1997
FALSE,Princess Mononoke ,Mononoke Hime,1997
FALSE,Taste of Cherry ,Ta'm e Guilass,1997
FALSE,The Ice Storm ,,1997
FALSE,Hana-Bi ,,1997
FALSE,Boogie Nights ,,1997
FALSE,L.A. Confidential ,,1997
FALSE,Funny Games ,,1997
FALSE,The Sweet Hereafter ,,1997
FALSE,Titanic ,,1997
FALSE,Deconstructing Harry ,,1997
FALSE,"Fast, Cheap, and Out of Control ",,1997
FALSE,The Butcher Boy ,,1997
FALSE,Kundun ,,1997
FALSE,The Celebration ,Festen,1998
FALSE,The Idiots ,Idioterne,1998
FALSE,Run Lola Run ,Lola Rennt,1998
FALSE,Ring ,Ringu,1998
FALSE,Saving Private Ryan ,,1998
FALSE,Rushmore ,,1998
FALSE,Buffalo '66 ,,1998
FALSE,Happiness ,,1998
FALSE,The Thin Red Line ,,1998
FALSE,"Lock, Stock, and Two Smoking Barrels ",,1998
FALSE,Pi ,,1998
FALSE,Sombre ,,1998
FALSE,There's Something About Mary ,,1998
FALSE,The Big Lebowski ,,1998
FALSE,The Wind Will Carry Us ,Bād mā rā Khāhad Bord,1999
FALSE,Taboo ,Gohatto,1999
FALSE,Attack the Gas Station ,Juyuso Seupgyeok Sageon,1999
FALSE,Audition ,Ōdishon,1999
FALSE,All About My Mother ,Todo Sobre mi Madre,1999
FALSE,Toy Story 2 ,,1999
TRUE,The Blair Witch Project ,,1999
FALSE,Being John Malkovich ,,1999
FALSE,The Sixth Sense ,,1999
FALSE,Three Kings ,,1999
FALSE,Magnolia ,,1999
TRUE,Fight Club ,,1999
FALSE,American Beauty ,,1999
FALSE,Beau Travail ,,1999
FALSE,The Matrix ,,1999
FALSE,Rosetta ,,1999
FALSE,Time Regained ,,1999
FALSE,Eyes Wide Shut ,,1999
FALSE,"Ali Zaoua, Prince of the Streets ","Ali Zaoua, Prince de la Rue",2000
FALSE,In the Mood for Love ,Dut Yeung Nin Wa,2000
FALSE,The Captive ,La Captive,2000
FALSE,The Gleaners and I ,Les Glaneurs et la Glaneuse,2000
FALSE,Nine Queens ,Nueve Reinas,2000
FALSE,"Crouching Tiger, Hidden Dragon ",Wo Hu Cang Long,2000
FALSE,A One and a Two ,Yi Yi,2000
TRUE,Gladiator ,,2000
FALSE,Kippur ,,2000
TRUE,Requiem for a Dream ,,2000
FALSE,Amores Perros ,,2000
FALSE,Memento ,,2000
TRUE,Meet the Parents ,,2000
FALSE,Signs & Wonders ,,2000
FALSE,Traffic ,,2000
FALSE,Dancer in the Dark ,,2000
FALSE,"O Brother, Where Art Thou? ",,2000
FALSE,The Piano Teacher ,La Pianiste,2001
FALSE,The Son's Room ,La Stanza del Figlio,2001
FALSE,Amélie ,Le Fabuleux Destin d' Amélie Poulain,2001
FALSE,What Time Is It There? ,Ni na Bian Ji Dian,2001
FALSE,Kandahar ,Safar e Ghandehar,2001
TRUE,Spirited Away ,Sen to Chihiro no Kamikakushi,2001
TRUE,The Lord of the Rings: The Fellowship of the Ring ,,2001
FALSE,No Man's Land ,,2001
FALSE,Y Tu Mama Tambien ,,2001
FALSE,Moulin Rouge ,,2001
FALSE,Monsoon Wedding ,,2001
FALSE,Fat Girl ,,2001
FALSE,Mulholland Drive ,,2001
FALSE,The Royal Tenenbaums ,,2001
FALSE,Lantana ,,2001
FALSE,A.I.: Artificial Intelligence ,,2001
FALSE,City of God ,Cidade de Deus,2002
FALSE,Talk to Her ,Hable Con Ella,2002
FALSE,Russian Ark ,Russkij Kovcheg,2002
FALSE,Distant ,Uzak,2002
FALSE,Hero ,Ying Xiong,2002
TRUE,The Lord of the Rings: The Two Towers ,,2002
FALSE,Gangs of New York ,,2002
FALSE,Bowling for Columbine ,,2002
FALSE,The Pianist ,,2002
FALSE,Adaptation. ,,2002
FALSE,Far from Heaven ,,2002
FALSE,Chicago ,,2002
FALSE,Rabbit-Proof Fence ,,2002
FALSE,Irreversible ,,2002
FALSE,Bus 174 ,,2002
FALSE,The Barbarian Invasions ,Les Invasions Barbares,2003
TRUE,The Lord of the Rings: The Return of the King ,,2003
FALSE,Elephant ,,2003
FALSE,Aileen: Life and Death of a Serial Killer ,,2003
FALSE,Oldboy ,,2003
FALSE,"Good Bye, Lenin! ",,2003
FALSE,Osama ,,2003
FALSE,"Kill Bill, Vol. 1 ",,2003
FALSE,The Best of Youth ,,2003
FALSE,Lost in Translation ,,2003
FALSE,3-Iron ,Bin-Jip,2004
FALSE,Downfall ,Der Untergang,2004
FALSE,Head-On ,Gegen Die Wand,2004
FALSE,The Consequences of Love ,Le Conseguenze dell’Amore,2004
FALSE,A Very Long Engagement ,Un Long Dimanche de Fiançailles,2004
FALSE,Moolaadé ,,2004
FALSE,Fahrenheit 9/11 ,,2004
FALSE,The Passion of the Christ ,,2004
FALSE,Collateral ,,2004
FALSE,The Aviator ,,2004
FALSE,Million Dollar Baby ,,2004
FALSE,Crash ,,2004
FALSE,Sideways ,,2004
FALSE,"Go, See, and Become ","Va, Vis et Deviens / Live and Become",2005
FALSE,Tsotsi ,,2005
FALSE,Brokeback Mountain ,,2005
FALSE,Paradise Now ,,2005
FALSE,Hidden ,,2005
FALSE,The Constant Gardener ,,2005
FALSE,The Lives of Others ,Das Leben der Anderen,2006
FALSE,Pan's Labyrinth ,El Laberinto del Fauno,2006
FALSE,The Host ,Gwoemul,2006
FALSE,Apocalypto ,,2006
TRUE,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,,2006
FALSE,Once ,,2006
FALSE,The Queen ,,2006
FALSE,The Prestige ,,2006
FALSE,Children of Men ,,2006
FALSE,United 93 ,,2006
FALSE,The Last King of Scotland ,,2006
FALSE,Babel ,,2006
FALSE,Volver ,,2006
FALSE,Little Miss Sunshine ,,2006
FALSE,The Departed ,,2006
FALSE,The Diving Bell and the Butterfly ,Le Scaphandre et le Papillon,2007
FALSE,Paranormal Activity ,,2007
FALSE,There Will Be Blood ,,2007
FALSE,La Vie en Rose ,,2007
FALSE,Into the Wild ,,2007
FALSE,Atonement ,,2007
FALSE,Surfwise ,,2007
FALSE,The Bourne Ultimatum ,,2007
TRUE,No Country for Old Men ,,2007
FALSE,The Class ,Entre les Murs,2008
FALSE,Gomorrah ,Gomorra,2008
FALSE,"The Good, the Bad, the Weird ",Joheun nom Nabbeun nom Isanghan nom,2008
FALSE,Let the Right One In ,Låt den Rätte Komma In,2008
FALSE,The Hurt Locker ,,2008
FALSE,Slumdog Millionaire ,,2008
FALSE,The Dark Knight ,,2008
FALSE,Wall-E ,,2008
FALSE,The Wrestler ,,2008
FALSE,The Curious Case of Benjamin Button ,,2008
FALSE,Anvil! The Story of Anvil ,,2008
FALSE,The White Ribbon ,Das Weisse Band: Eine Deutsche Kindergeschichte,2009
TRUE,District 9 ,,2009
TRUE,Avatar ,,2009
FALSE,An Education ,,2009
FALSE,Precious: Based on the Novel 'Push' by Sapphire ,,2009
FALSE,The Hangover ,,2009
FALSE,In the Loop ,,2009
FALSE,Fish Tank ,,2009
TRUE,Inglourious Basterds ,,2009
FALSE,Of Gods and Men ,Des Hommes et des Dieux,2010
FALSE,Nostalgia for the Light ,Nostalgia de la luz,2010
FALSE,Toy Story 3 ,,2010
FALSE,Black Swan ,,2010
FALSE,Inception ,,2010
FALSE,The Social Network ,,2010
FALSE,Monsters ,,2010
FALSE,Four Lions ,,2010
FALSE,True Grit ,,2010
FALSE,The King's Speech ,,2010
FALSE,Senna ,,2010
FALSE,Cave of Forgotten Dreams ,,2010
FALSE,A Separation ,Jodái-e Náder az Simin,2011
FALSE,The Kid with a Bike ,Le Gamin au vélo,2011
FALSE,The Artist ,,2011
TRUE,The Girl with the Dragon Tattoo ,,2011
FALSE,War Horse ,,2011
FALSE,The Descendants ,,2011
FALSE,Hugo ,,2011
FALSE,Le Havre ,,2011
FALSE,Shame ,,2011
FALSE,Tinker Tailor Soldier Spy ,,2011
FALSE,Bridesmaids ,,2011
FALSE,The Tree of Life ,,2011
FALSE,Drive ,,2011
TRUE,The Cabin in the Woods ,,2012
FALSE,Wadjda ,,2012
FALSE,Lincoln ,,2012
FALSE,Life of Pi ,,2012
FALSE,Les Misérables ,,2012
FALSE,Argo ,,2012
TRUE,Skyfall ,,2012
FALSE,Blancanieves ,,2012
FALSE,Amour ,,2012
FALSE,Django Unchained ,,2012
FALSE,The Act of Killing ,,2012
FALSE,The Great Beauty ,La grande bellezza,2013
TRUE,Blue Is the Warmest Color ,La vie d’Adèle - Chapitres 1 et 2,2013
FALSE,A Touch of Sin ,Tian zhu ding,2013
FALSE,Gravity ,,2013
TRUE,12 Years a Slave ,,2013
FALSE,Nebraska ,,2013
FALSE,Inside Llewyn Davis ,,2013
FALSE,American Hustle ,,2013
FALSE,Ida ,,2013
FALSE,Under the Skin ,,2013
FALSE,The Wolf of Wall Street ,,2013
FALSE,Leviathan ,Leviafan,2014
FALSE,Birdman: Or ,The Unexpected Virtue of Ignorance,2014
FALSE,Boyhood ,,2014
FALSE,Whiplash ,,2014
FALSE,The Grand Budapest Hotel ,,2014
FALSE,Citizenfour ,,2014
TRUE,Guardians of the Galaxy ,,2014
FALSE,The Theory of Everything ,,2014
FALSE,The Look of Silence ,,2014
FALSE,Son of Saul ,Saul fia,2015
TRUE,Star Wars: The Force Awakens ,,2015
TRUE,The Revenant ,,2015
FALSE,Bridge of Spies ,,2015
FALSE,The Big Short ,,2015
FALSE,Spotlight ,,2015
FALSE,Tangerine ,,2015
FALSE,Straight Outta Compton ,,2015
FALSE,Mad Max: Fury Road ,,2015
FALSE,Victoria ,,2015
TRUE,La La Land ,,2016
FALSE,Hell or High Water ,,2016
FALSE,The Jungle Book ,,2016
FALSE,Jackie ,,2016
FALSE,Toni Erdmann ,,2016
FALSE,Under the Shadow ,,2016
FALSE,Manchester by the Sea ,,2016
FALSE,"I, Daniel Blake ",,2016
FALSE,13th ,,2016
FALSE,Arrival ,,2016
FALSE,Moonlight ,,2016
FALSE,The Handmaiden ,,2016
FALSE,Dawson City: Frozen Time ,,2016
TRUE,Lady Macbeth ,,2016
FALSE,Lady Bird ,,2017
TRUE,The Shape of Water ,,2017
FALSE,"Three Billboards Outside Ebbing, Missouri ",,2017
FALSE,Call Me by Your Name ,,2017
FALSE,Mother! ,,2017
TRUE,Blade Runner 2049 ,,2017
TRUE,Get Out ,,2017
FALSE,Phantom Thread ,,2017
FALSE,The Greatest Showman ,,2017
TRUE,Black Panther ,,2018
FALSE,Crazy Rich Asians ,,2018
FALSE,Capernaum ,,2018
FALSE,A Star is Born ,,2018
TRUE,Avengers: Infinity War ,,2018
TRUE,Roma ,,2018
TRUE,Hereditary ,,2018
FALSE,The Favourite ,,2018
FALSE,Sorry to Bother You ,,2018
FALSE,Vice ,,2018
FALSE,BlacKkKlansman ,,2018
FALSE,Portrait of a Lady on Fire ,Portrait de la jeune fille en feu,2019
TRUE,Toy Story 4 ,,2019
TRUE,Avengers: Endgame ,,2019
FALSE,For Sama ,,2019
FALSE,Booksmart ,,2019
TRUE,Once Upon a Time in Hollywood ,,2019
FALSE,The Farewell ,,2019
TRUE,Joker ,,2019
TRUE,Parasite ,,2019
FALSE,Monos ,,2019
FALSE,Little Women ,,2019
FALSE,The Lighthouse ,,2019
